Company,Tag
WESTERN INDIA PAINT & COLOUR COMPANY PRIVATE LIMITED,1
SPARKLE SPECIALITY COATINGS & TRADING PRIVATE LIMITED,1
THEJA SUPERCOATINGS PRIVATE LIMITED,1
RAJA'S NEW TECHNO PLAST & PAINTS PRIVATE  LIMITED,1
SHINE PETTRO CHEM & RESINS (INDIA) PRIVATE LIMITED,1
N & F COLOURCARE INDIA PRIVATE LIMITED,1
SHELL COLOUR COATINGS PRIVATE LIMITED,1
CHENICS PAINT INDIA PRIVATE LIMITED,1
SREE VASTHU PAINTS PRIVATE LIMITED,1
TITAN HMG PAINTS INDIA LIMITED,1
CHEMINDIA COLOURCOATS PRIVATE LIMITED,1
ACETECH PRECISION COATS INDIA PRIVATE LIMITED,1
GENUINE WELBRO PAINTS INDIA PRIVATE LIMITED,1
AMTOUCH PAINTS AND PIGMENTS PRIVATE LIMITED,1
SHINY PAINTS PRIVATE LIMITED,1
AARIKA CHROMA INDUSTRIES PRIVATE LIMITED,1
AOTEARO METAL COATINGS PRIVATE LIMITED,1
ADIBA PAINTS PRIVATE LIMITED,1
MSK INDUSTRIES & PRODUCTS PRIVATE LIMITED,1
CHEMICALS ENTERPRISES PRIVATE LIMITED,1
JANATHACEM INDUSTRIES LIMITED,1
V.B. NATURAL COLOR SOLUTIONS PRIVATE LIMITED,1
MADRAS HARDWARE (SUNDRY) & PAINT MERCHANTS ASSOCIATION,1
ADDISONS PAINTS & CHEMICALS LIMITED.,1
MUTHU PAINT INDUSTRIES PRIVATE LIMITED,1
RAVI PAINTS AND CHEMICALS LTD,1
SPECTRO INKS AND PAINTS PRIVATE LIMITED,1
GNP MADRAS LIMITED,1
UNIPAINTS PRIVATE LIMITED,1
MONARK PRINTING INKS PRIVATE LIMITED,1
AGSAR PAINTS PRIVATE LIMITED,1
LUMINISOL PAINTS AND CHEMICLS PRIVATE LIMITED,1
VINJHA PAINTS PRIVATE LIMITED,1
COROMANDEL CABLES PRIVATE LIMITED,1
ARISTO PAINTS PRIVATE LIMITED,1
NELGAN CHEMICALS PRIVATE LIMITED,1
SOUTHERN PROTECTIVE COATINGS PVT LTD,1
SUDEV PACK PRIVATE LIMITED,1
METOLAC PAINTS AND PIGMENTS PRIVATE LIMITED,1
ARIVU ACHAGAM PRIVATE LIMITED,1
TAMILNADU PAINTS AND ALLIED PRODUCTS LIMITED,1
SULFAG PRODUCTS LIMITED,1
BEEKAY PAINTS PRIVATE LIMITED,1
FAABER PAINTS PRIVATE LIMITED,1
CARBOLINE (INDIA) PRIVATE LIMITED,1
INDECOR PAINTS AND VARNISHES PRIVATE LIMITED,1
PRIMER PRODUCTS PVT. LTD.,1
TAI-PAN PAINTS AND CHEMICALS PRIVATE LIMITED,1
MADHU CHEMICALS (INDIA) PRIVATE LIMITED,1
KOOVAKODE INDUSTRIAL PRODUCTS PRIVATE LIMITED,1
MARUDHAR PAINTS PRIVATE LIMITED,1
R.V.PAINTS PRIVATE LIMITED,1
CHEM PAINTS AND THINNERS PRIVATE LIMITED,1
TAMILNADU PIGMENTS PRIVATE LIMITED,1
EBRAHIM COATINGS PVT. LTD.,1
LAMICOAT COATINGS PRIVATE LIMITED,1
TAMBRAPARNI CONTAINERS PRIVATE LIMITED,1
ART AND COLOURS MANUFACTURING PVT. LTD.,1
MULTI IMPRESSIONS PRIVATE LIMITED,1
MEDICAL SERVICE AND RESEARCH CENTRE COMPANY LIMITED.,1
SITA PAINTS PRIVATE LIMITED,1
KAMALAM COLOR & CHEMICALS PVT. LTD.,1
CONCORD COATINGS PRIVATE LIMITED,1
RELEASE TECHNOLOGIES PRIVATE LIMITED,1
SRINATH PAINTS AND CHEMICALS PRIVATE LIMITED,1
ALCHEM SPECIALITIES PVT. LTD,1
KRISHNA AGROCHEM LIMITED,1
PREMIER PAINTS (INDIA) PRIVATE LIMITED,1
BALAJII PAINTS PRIVATE LIMITED,1
LAVANYA PRINTING INKS (MADRAS) PRIVATE LIMITED,1
NOVA COLOURS PRIVATE LIMITED,1
PARAMOUNT COLOUR CHEM PVT. LTD,1
RUBY PAINTS PRIVATE LIMITED,1
SELVARATHNAM PRINTING INKS PRIVATE LIMIT ED,1
KIRAN REMEDIES INDIA LIMITED,1
MAGNUM PAINTS PRIVATE LIMITED,1
VANI PAINTS PRIVATE LIMITED,1
VEENA PAINTS PRIVATE LIMITED,1
VANGUARD COATINGS PRIVATE LIMITED,1
VISHAL COATS PVT. LTD,1
FRANK ALKANES INDIA PRIVATE LIMITED,1
VAIGAI PAINTS PRIVATE LIMITED,1
PRECIOUS CONCENTRATES PRIVATE LIMITED,1
SATYA PAINT INDUSTRIES PRIVATE LIMITED,1
MARUTI PAINTS PRIVATE LIMITED,1
CORONATION INKS LIMITED,1
ARMADHA CHEMICALS PRIVATE LIMITED,1
POSITIVE PHARMA (INDIA) PRIVATE LIMITED,1
LOTUS INKS PRIVATE LIMITED,1
ROTO PRINTING INK (MADRAS) PRIVATE LIMITED,1
SUPER ACRYLICS PRIVATE LIMITED,1
HYDRO COATINGS INDIA LIMITED,1
MIRACLE PAINTS & CHEMICALS PRIVATE LIMIT ED,1
J.S. ROLLWELL APPLICATORS INDIA PRIVATE LIMITED,1
SHENOLAC PAINTS PRIVATE LIMITED,1
UNI-LABS (INDIA) PRIVATE LIMITED,1
VIKRAM COLOUR INKS PRIVATE LIMITED,1
TOYA RESINS P LTD,1
M B I POWDER COATINGS PRIVATE LIMITED,1
PREMIUM COATINGS AND CHEMICALS P LTD,1
FIVE STAR MICROBASE COATING (INDIA) PRIVATE LIMITED,1
LAXMI COLOR CRAYONS PRIVATE LIMITED,1
LOVELY PRINTS AND PACKAGING PRIVATE LIMITED,1
CASTLEKOTE INDIA LIMITED,1
BRILLIANT COATINGS PRIVATE LIMITED,1
VISALAM PAINTS (MDU) PRIVATE LIMITED,1
TIZIANO INDIA PRIVATE LIMITED,1
BHAGYA FOREX PRIVATE LIMITED,1
MAHA CLASSIC PAINTS CHENNAI PRIVATE LIMITED,1
CHENNAI COLOR-CHEM PRIVATE LIMITED,1
SPECTROLAC PAINTS AND CHEMICALS PRIVATE LIMITED,1
LOTUS PAINTS PRIVATE LIMITED,1
GIRIDHAR PAINTS (BHARAT) PRIVATE LIMITED,1
ABILAC PAINTS & CHEMICALS PRIVATE LIMITED,1
ESSTEEM PAINTS PRIVATE LIMITED,1
PAVETHRA PAINTS LIMITED,1
SPECIALCEM PAINTS COMPANY PRIVATE LIMITE D,1
GERMAN POLYMERS AND COATINGS PRIVATE LIMITED,1
YODHA PAINTS PRIVATE LIMITED,1
INNOVATIVE REFLECTORS PRIVATE LIMITED,1
DUGA INDUSTRIES PRIVATE LIMITED,1
MACKSONS PAINTS INDIA PRIVATE LIMITED,1
GREEN SAFETY SYSTEMS PRIVATE LIMITED,1
SMS PROTECTIVE PAINTS INDIA PRIVATE LIMI TED,1
W.R.BONSAL PAINTS & CHEMICALS INDIA LIMI TED,1
BRIGHTCEM PRODUCTS LIMITED,1
GALVAN CHEMICALS PRIVATE LIMITED,1
METRO COAT RAJAPALAYAM PRIVATE LIMITED,1
EDISON PAINTS LIMITED,1
XAVIERS PAINTS PRIVATE LIMITED,1
SUJATHA PAINTS PRIVATE LIMITED,1
UNIQKOTT PAINTS PRIVATE LIMITED,1
NOVOLAC PAINTS PRIVATE LIMITED,1
UNISEAL WATERPROOFING INDIA PRIVATE LIMI TED,1
NIPPON PAINT & SURFACE CHEMICALS PRIVATE  LIMITED,1
APSARA COATINGS PRIVATE LIMITED,1
SPECTRA PAINTS & CHEMICALS PRIVATE LIMITED,1
V.V.BALAKRISHNA NADAR & SONS PAINT LAND PRIVATE LIMITED,1
TRIDENT COATINGS PRIVATE LIMITED,1
PPG INDIA PRIVATE LIMITED,1
ARROW PAINTS PRIVATE LIMITED,1
VERVEN COATINGS PRIVATE LIMITED,1
DHYAN ART MATERIALS AND CANVAS PRIVATE LIMITED,1
ORANGE ORGANICS PRIVATE LIMITED,1
KCC PAINT (INDIA) PRIVATE LIMITED,1
CUSTOM FINISH COATS LIMITED,1
NOROO BEE CHEMICAL INDIA PRIVATE LIMITED,1
PROGRO PHARMACEUTICALS PVT LTD,1
NELLAI CHEMISTS PHARMACEUTICALS CO PRIVATE LIMITED,1
MACRO CHEMICAL INDUSTRIES PRIVATE LIMITED,1
RETORT PHARMACEUTICALS PRIVATE LIMITED,1
NAGASI PHARMACEUTICAL AND CHEMICAL LABORATORIES PRIVATE LIMITED,1
JEY-EM REMEDIES PRIVATE LIMITED,1
HEBRON PHARMACEUTICALS PRIVATE LIMITED,1
SOIGNENI PHARMACEUTICALS PVT LTD,1
SPATE LABORATORIES PRIVATE LIMITED,1
RA. KI. CHEMICALS PRIVATE LIMITED,1
GAUTAM PHARMA PRIVATE LIMITED,1
IDEAL DIAGNOSTICS PRIVATE LIMITED,1
SIVEGASRI PHARMA PRIVATE LIMITED,1
DIAFREE HERBALCONCEPTS PRIVATE LIMITED,1
APPASAMY PHARMACEUTICALS PRIVATE LIMITED,1
MELROSS PHARMACEUTICALS PRIVATE LIMITED,1
LIV MEDICA PRODUCTS PRIVATE LIMITED,1
MEDISALES (INDIA) PRIVATE LIMITED,1
LIFELINE HERBALS PRIVATE LIMITED,1
NAGA PHYTO CHEMS PRIVATE LIMITED,1
GERMAN ORGANICS PRIVATE LIMITED,1
VARNAMAYAA DYECHEM PRIVATE LIMITED,1
SOUTH INDIAN HOMOEO MANUFACTURING COMPANY PRIVATE LIMITED,1
MERIT BIOZONE PRIVATE LIMITED,1
APPLIED BIOTECHNOLOGY LIMITED,1
RADHE-SHYAM HERB-O-DIGITAL CONNEX PRIVATE LIMITED,1
TRIM BIOTECH PRIVATE LIMITED,1
TRIM ENTERPRISES PRIVATE LIMITED,1
BIOGENOMICS LIMITED,1
LANSON BIOTECH PRIVATE LIMITED,1
HIRAN AGROCEUTICALS PRIVATE LIMITED,1
EZZRAA LEATHERS PRIVATE LIMITED,1
DION LION SAUMABAAN DISTRIBUTORS PRIVATE  LIMITED,1
IMAYA E-SHOPPE PRIVATE LIMITED,1
INNLED SMART PRODUCTS TRADING (OPC) PRIVATE LIMITED,1
MUMBAI EXPRESS FAMILY STORE (OPC) PRIVATE LIMITED,1
TEHILLAH TRADES AND SERVICES (OPC) PRIVATE LIMITED,1
SAUDI DATES (OPC) PRIVATE LIMITED,1
HARDY RACKS AND ENCLOSURES PRIVATE LIMITED,1
TRILLIANT RETAIL PRIVATE LIMITED,1
LAMINAIR TECHNIKS PRIVATE LIMITED,1
STARLINE TRADERS AGRO PRODUCTS PRIVATE LIMITED,1
SKY BLUE LINK COMMUNICATION (OPC) PRIVATE LIMITED,1
LAKSHABAVI TRADERS (OPC) PRIVATE LIMITED,1
KIDZVOO PRIVATE LIMITED,1
EARNMAXX VENTURES PRIVATE LIMITED,1
DARSHINI SARVENI ENTERPRISES PRIVATE LIMITED,1
MEDSMILE PHARMACEUTICAL PRIVATE LIMITED,1
MALTANI SWAN HOLDINGS PRIVATE LIMITED,1
CHENDOOR RETAILS PRIVATE LIMITED,1
SWA TRADING (OPC) PRIVATE LIMITED,1
ROIS AND DIEU APPARELS PRIVATE LIMITED,1
KINGALLY PRIVATE LIMITED,1
KIDOMATE RETAIL INDIA PRIVATE LIMITED,1
RJ ORGANIC INDIA PRIVATE LIMITED,1
NAMBIKKAI BROTHERS RETAIL PRIVATE LIMITED,1
NAVA CONSORTIUM PRIVATE LIMITED,1
ASKERA INFRA PRIVATE LIMITED,1
VIJAAY PARK INN AND HOTELS CBE PRIVATE LIMITED,1
NATRAJA HOTELS AND RETAIL ENTERPRISES PRIVATE LIMITED,1
DESTINATION DREAM HOLIDAYS INDIA LIMITED,1
SRI VEERAMATHIAMMAN FOUNDATIONS PRIVATE LIMITED,1
SHREE GARUDA CLUB AND RESORTS INDIA PRIV ATE LIMITED,1
SWAAD MANTRA HOTELS AND RESTAURANTS PRIVATE LIMITED,1
FIVESTAR INNS & CUISINES PRIVATE LIMITED,1
CT RESORTS (OPC) PRIVATE LIMITED,1
SARASWATHI NATARAJAN HOSPITALITY PRIVATE  LIMITED,1
PAARAMPARIYAA HOTELS & ORGANIC SHOPS PRIVATE LIMITED,1
PUSAN CHEMICALS & COATINGS INDIA PRIVATE  LIMITED,1
VIGNESWARA PAINTS PRIVATE LIMITED,1
AXFORD NOBLE COATS PRIVATE LIMITED,1
VIRGO PAINTS PRIVATE LIMITED,1
CHETTINAD ENTERPRISES PRIVATE LIMITED,1
SHEENLAC PAINTS LIMITED,1
TITAN PAINTS AND CHEMICALS LIMITED,1
CLASSIC PAINTS PRIVATE LIMITED,1
SUNCHROME PAINTS PRIVATE LIMITED,1
SWASTI CHEM PRIVATE LIMITED,1
MARY PAINTS PRIVATE LIMITED,1
TIGER COATINGS INDIA PRIVATE LIMITED,1
SILVER STAR PAINTS COIMBATORE PRIVATE LIMITED,1
SARAVAN POLYMERS INDIA PRIVATE LIMITED,1
AKARSH PAINT PRIVATE LIMITED,1
MAGNI PAINTS INDIA PRIVATE LIMITED,1
LAKSHMI ECO RESINS INDIA LIMITED,1
JAI PRINTING INKS PRIVATE LIMITED,1
SPLENDID COATINGS PRIVATE LIMITED,1
RR SUDHA AGENCIES PRIVATE LIMITED,1
MODERN ALCHEMY PRIVATE LIMITED,1
SPICO PRINTING INKS PRIVATE LIMITED,1
IMPRESSION INKS PRIVATE LIMITED,1
SIFA PRINTING INKS PRIVATE LIMITED,1
JUJO CHEMICAL (INDIA) PRIVATE LIMITED,1
RADIANT INKS INDIA PRIVATE LIMITED,1
STANDARD COLOUR COMPANY PRIVATE LIMITED,1
TEXMAN PRINTING SOLUTIONS PRIVATE LIMITED,1
PRIDE COATINGS & TECHNOLOGIES PRIVATE LI MITED,1
TECHNO THERM PROCESSES PRIVATE LIMITED,1
KALUGUMALAI MATCH CONSORTIUM PRIVATE LIMITED,1
SUPERSHIELD PRIVATE LIMITED,1
MADRAS CAFFEINE AND PRODUCTS LTD,1
KEMKO PHARMA PRIVATE LIMITED,1
FRANCO INDIAN REMEDIES PRIVATE LIMITED,1
BALA CHEM PRIVATE LIMITED,1
FRITZ PHARMACEUTICALS PRIVATE LIMITED,1
ZANTHO PHARMACEUTICULS PRIVATE LIMITED,1
ASTROCHEM (INDIA) PRIVATE LIMITED,1
SALAMANDER PHARMACEUTICALS PRIVATE LIMITED,1
MALLADI DRUGS AND PHARMACEUTICALS LIMITED,1
ARIHANT PHARMACEUTICAL PRIVATE LIMITED,1
ENNOR PHARMACEUTICALS PRIVATE LIMITED,1
NIPPON PHARMACEUTICUALS (INDIA) PRIVATE LIMITED,1
BELMONT PHARMACEUTICALS (INDIA) PRIVATE LIMITED,1
ORMECH PHARMA PVT LTD,1
SETTY ASSOCIATES PRIVATE LIMITED,1
SALERNO DRUGS AND PHARMACEUTICALS PRIVATE LIMITED,1
HIPPOCRATEZ FORMULATIONS PRIVATE LIMITED,1
CHEMPLAST SANMAR LIMITED,1
VIMAL FORMULATIONS PRIVATE LIMITED,1
STRIDES PHARMACEUTICALS PRIVATE LIMITED,1
FLOWEASE CHEMICALS PRIVATE LIMITED,1
BARK LABORATORIES PRIVATE LIMITED,1
COSMO - GEMS PRIVATE LIMITED,1
LAXMI PHARMA PRIVATE LIMITED,1
GOODWILL DRUGS AND PHARMACEUTICALS PRIVATE LIMITED,1
DEVI SILICATES PRIVATE LIMITED,1
PRABARATH PRIVATE LIMITED,1
CHEMI THERM PLANTS AND SYSTEMS PRIVATE LIMITED,1
HALES PHORA REMEDIES PRIVATE LIMITED,1
CHEM FAIR PRIVATE LIMITED,1
PRINCEPS PHARMACEUTICALS PRIVATE LIMITED,1
KINESIS LABORATORIES PRIVATE LIMITED,1
EVOLVA BIOTECH PRIVATE LIMITED,1
MUTHU PHARMACY PRIVATE LIMITED,1
NICCO AGENCIES PRIVATE LIMITED,1
SARAVVANA MEDICALS PRIVATE LIMITED,1
T C F PHARMALAB PRIVATE LIMITED,1
SREYAS BIONATURALS PRIVATE LIMITED,1
OMKAR MEDICAL DISTRIBUTORS PRIVATE LIMITED,1
SYNDICATE MEDICALS PRIVATE LIMITED,1
PALEPU PHARMA PRIVATE LIMITED,1
HIBISCUS PHARMACEUTICALS PRIVATE LIMITED,1
BLESSO HERBAL INTERNATIONAL PRIVATE LIMITED,1
VIP AGROVET PRIVATE LIMITED,1
ESSEN BIOGEN PRIVATE LIMITED,1
PIXEL BIOCON PRIVATE LIMITED,1
PHRENOS PHARMA PRIVATE LIMITED,1
DR. MILTONS LABORATORIES PRIVATE LIMITED,1
CHIRON PHARMACEUTICALS PRIVATE LIMITED,1
MASTROWIN LIFELINE PRIVATE LIMITED,1
SILVER STRINGS FORMULATIONS PRIVATE LIMITED,1
CURE PHARMACEUTICALS PRIVATE LIMITED,1
GREENMILK CONCEPTS INDIA PRIVATE LIMITED,1
NEXZEN FORMULATIONS LIMITED,1
EUNARIS HEALTHCARE PRIVATE LIMITED,1
IMPEL HEALTH CARE PRIVATE LIMITED,1
FLASMID PHARMACEUTICALS PRIVATE LIMITED,1
RENDER HEALTH CARE PRIVATE LIMITED,1
KARNIVALS MEDICA PRIVATE LIMITED,1
CLAN LABORATORIES PRIVATE LIMITED,1
SUVADI HERBAL DRUGS PRIVATE LIMITED,1
KUMARAN PHARMA PRIVATE LIMITED,1
MACLIN LABORATORIES PRIVATE LIMITED,1
ALARIS MEDICAL PRIVATE LIMITED,1
THERASYM TECHNOLOGIES PRIVATE LIMITED,1
TERGENE BIOTECH PRIVATE LIMITED,1
CIMA PHARMACEUTICALS PRIVATE LIMITED,1
KLENT PHARMACS PRIVATE LIMITED,1
BELL LABORATORIES PRIVATE LIMITED,1
LOGIX LIFE SCIENCES PRIVATE LIMITED,1
SHREE UNIONN SURGICALS PRIVATE LIMITED,1
TRANSCEND THERAPEUTICS PRIVATE LIMITED,1
PHARE AGENCIES PRIVATE LIMITED,1
PROPHEX HEALTHCARE PRIVATE LIMITED,1
PRIMA MED PHARMACEUTICALS PRIVATE LIMITED,1
NARASIMHA IMPEX PRIVATE LIMITED,1
BSURE HEALTH DIAGNOSTIC CARE PRIVATE LIMITED,1
TORIN ORGANICS PRIVATE LIMITED,1
TALENT INDIA PRIVATE LIMITED,1
STAR BIO MEDICS PRIVATE LIMITED,1
ELIXIR LIFE CARE PRIVATE LIMITED,1
ZETA FORMULATION PRIVATE LIMITED,1
KRISAN PHARMACEUTICALS PRIVATE LIMITED,1
AZOE HEALTH CARE INDIA PRIVATE LIMITED,1
MCKINLEY BIOGENICS PRIVATE LIMITED,1
PARKE DAVIS HIGHTECH PHARMACEUTICALS PRIVATE LIMITED,1
RENOCARE PHARMACEUTICALS PRIVATE LIMITED,1
BEST BUSINESS COMPANY PRIVATE LIMITED,1
SS GOLDEN SUN HEALTHCARE PRIVATE LIMITED,1
PROTODYNE LIFE SCIENCES PRIVATE LIMITED,1
PYRAMUS HEALTHCARE PRIVATE LIMITED,1
PULSE MEDCARE PRIVATE LIMITED,1
HOVS BIOTECH PRIVATE LIMITED,1
JSA HICARE PRIVATE LIMITED,1
VEROS HEALTHCARE PRIVATE LIMITED,1
INTEGRATED DISEASE MANAGEMENT PRIVATE LIMITED,1
FLORENTIUS HEALTH CARE PRIVATE LIMITED,1
TANIK HEALTHCARE PRIVATE LIMITED,1
ISHAAN PHARMA PRIVATE LIMITED,1
BIA LIFE SCIENCES PRIVATE LIMITED,1
FOCUS LIFESCIENCES PRIVATE LIMITED,1
VIOLA BIO-TECH PRIVATE LIMITED,1
DX NUTRIMEDICCAZ PRIVATE LIMITED,1
A S PHARMACEUTICAL (INDIA) PRIVATE LIMITED,1
O2 PHARMACEUTICALS PRIVATE LIMITED,1
RENLABS PHARMA PRIVATE LIMITED,1
SRI VISHNU ORGANICS PRIVATE LIMITED,1
SHANPAR PHARMACHEM PRIVATE LIMITED,1
NI CHEMIST PRIVATE LIMITED,1
PANMED PHARMACEUTICALS PRIVATE LIMITED,1
PRAGMATIC PHARMA PRIVATE LIMITED,1
EASTER LIFE CARE PRIVATE LIMITED,1
SAKSIN LIFESCIENCES PRIVATE LIMITED,1
CARAWAY PHARMA PRIVATE LIMITED,1
JARAMED HEALTHCARE PRIVATE LIMITED,1
PONDCHY PHARMACEUTICALS (INDIA) PRIVATE LIMITED,1
ASSOCIATED DRUG COMPANY PRIVATE LIMITED,1
K.R. GASES PRIVATE LIMITED,1
SUBHA BIOTECH INDIA PRIVATE LIMITED,1
HUBRIS PHARMACEUTICALS PRIVATE LIMITED,1
SUPRADENT DRUGS LIMITED,1
GALAXY LIFE SCIENCES PRIVATE LIMITED,1
BIOMEDICS WELLNESS PRODUCT INDIA LIMITED,1
ALOESAN HERBAL CURE PRIVATE LIMITED,1
JFP HEALTHCARE SERVICES PRIVATE LIMITED,1
AASTIK PHARMA PRIVATE LIMITED,1
THIRIGUNA PRODUCTS PRIVATE LIMITED,1
JAYASHREE KALYANI AGENCIES PRIVATE LIMITED,1
CR PHARMAA PRIVATE LIMITED,1
NEUGEN HEALTHCARE INDIA PRIVATE LIMITED,1
SQ ENTERPRISES PRIVATE LIMITED,1
ESPRIT PHARMA INDIA PRIVATE LIMITED,1
GLOBAL NUTRACEUTICALS PRIVATE LIMITED,1
MEDINEWS PHARMA INDIA PRIVATE LIMITED,1
GV BIOSCIENCE PRIVATE LIMITED,1
STAR LIFE SCIENCES PRIVATE LIMITED,1
DYNAMIC ORTHO SURGICAL TEXTILES PRIVATE LIMITED,1
HARVEY HI-TECH REMEDIES PRIVATE LIMITED,1
FORTILAB PHARMA INDUSTRIES PRIVATE LIMITED,1
JMS HEALTHCARE PRIVATE LIMITED,1
JOSLIN PHARMAA INDIA PRIVATE LIMITED,1
AARA LIFE SCIENCES INDIA PRIVATE LIMITED,1
UNISEARCH LABORATORIES INDIA PRIVATE LIMITED,1
POLYHEDRON LABORATORIES PRIVATE LIMITED,1
SK COLD CHAIN CLUSTER SERVICES PRIVATE LIMITED,1
SKM SHREE HERBALS INDIA PRIVATE LIMITED,1
ALACRIS HEALTHCARE PRIVATE LIMITED,1
LEEFINO PHARMACEUTICALS INDIA PRIVATE LIMITED,1
T.K.N. HERBAL FORMULATIONS PRIVATE LIMITED,1
PLORAX PHARMA PRIVATE LIMITED,1
TRICHY MEDICAL UNION PRIVATE LIMITED,1
DADHA PHARMA PRIVATE LIMITED,1
TABLETS (INDIA) LTD,1
DRUGS AND CHEMICALS PRIVATE LIMITED,1
KAUSALYA PHARMACEUTICALS PRIVATE LIMITED,1
ASSOCIATED PHARMACEUTICAL INDUSTRIES PRIVATE LIMITED,1
KESARI KUTEERAM PRIVATE LIMITED,1
TRICHINOPOLY CHEMICAL LABORATORIES PRIVATE LIMITED,1
AYURVEDASRAMAM PRIVATE LIMITED,1
INDUSTRIAL CHEMICAL WORKS VELLORE PVT LT D,1
MOUNT METTUR PHARMACEUTICALS LIMITED,1
ALFRED BERG CO INDIA P LTD,1
SREEVATSA CHEMICALS & DRUGS PRIVATE LIMI TED,1
GOWTHAM MEDICON PRIVATE LIMITED,1
UNITED PHARMA INDIA PRIVATE LIMITED,1
VICTOR & COMPANY (INDIA) PRIVATE LIMITED,1
SANMAR CONSOLIDATIONS LIMITED,1
NEW PREMIER CHEMICAL INDUSTRIES PRIVATE LIMITED,1
PHARM PRODUCTS PRIVATE LIMITED,1
LYONS AUTO & GENERAL INDUSTRIES PRIVATE LIMITED,1
SELECT PHARMACEUTICALS PVT LTD,1
INTRAC PHARMACEUTICALS LTD,1
ORIENT LABORATIORIES LTD .,1
PLASTIC RESINS AND CHEMICALS LIMITED,1
RAKA CHEMICALS & FOOD PRODUCTS LIMITED,1
INDO FRENCH LABORATORIES LIMITED,1
DUMAS LABORATORIES PRIVATE LIMITED,1
C J HEW LETT & SONS (INDIA) PRIVATE LIMITED,1
BEST PHARMACEUTICALS LIMITED,1
CITADEL FINE PHARMACEUTICALS PRIVATE LIMITED,1
SEA PLANTS AND CHEMICALS PRIVATE LIMITED,1
LINK CHEMICALS PRIVATE LIMITED,1
VULCAN CHEMICALS LIMITED,1
WARM PHARMACEUTICALS LTD,1
PINPOINTS MEDICAL SERVICES AND ENTERPRISES PRIVATE LIMITED,1
DOKS (INDIA) PHARMACEUTICALS PRIVATE LIMITED,1
SOUTHERN MEDICO INDUSTRIAL CHEMICALS LTD,1
MEDIDENT INDIA PRIVATE LIMITED,1
BHABA PHARMA PVT LTD,1
TUBER PHARMA CHEMICALS LTD,1
RANIPET PHARMA LINKS PRIVATE LIMITED,1
MULTICHEM PRIVATE LIMITED,1
RELIABLE PHARMACEUTICALS PRIVATE LIMITED,1
BOASAK CHEMICALS PRIVATE LIMITED,1
NABORA PHARMA PRIVATE LIMITED,1
SHRI SAIBABA PHARMACEUTICAL INDUSTRIES P VT LTD,1
SHREE SALINE PHARMACEUTICALS PRIVATE LIMITED,1
TRISHUL PHARMACEUTICALS PRIVATE LIMITED,1
AGMA CONSULTANTS PRIVATE LIMITED,1
MADRAS STANDARD CHEMICALS PRIVATE LIMITED,1
MARTKA DRUGS PRIVATE LIMITED,1
KELLNER PHARMACEUTICALS LIMITED,1
NADIA PHARMACEUTICALS PRIVATE LIMITED,1
VISHWA PHARMA PRIVATE LIMITED,1
DIAGNOSTIC AIDS MADRAS PVT LTD.,1
SIVA KAMESWARI DRUGS & PHARMACEUTICALS C O PVT LTD,1
SALLY PHARMA PRIVATE LIMITED,1
ARUPADAI CHEMICALS PRIVATE LIMITED,1
MARGUS CHEMICALS PRIVATE LIMITED,1
CAPSULE INDUSTRIES PRIVATE LIMITED,1
SYNTHOMED PRIVATE LIMITED,1
SHAKTHI LABORATORIES PVT LTD,1
SYMBIOTIC LABORATORIES PRIVATE LIMITED,1
JASE PHARMA PRIVATE LIMITED,1
REXOMED LABORATORIES PRIVATE LIMITED,1
MEDOPHARM PRIVATE LIMITED,1
EFFICON PHARMA PRODUCTS PVT LTD,1
NIVARAM PHARMA PRIVATE LIMITED,1
SUJICHEM LABORATORIES PRIVATE LIMITED,1
DOLLAR CO PRIVATE LIMITED,1
NAVARATNA PHARMACEUTICAL LABORATORIES PRIVATE LIMITED,1
GOLD STONE LABS LTD,1
DADHA HEALTHAIDS LIMITED,1
CETHAR CHEMICALS PVT LTD,1
EUROKEM LABORATORIES PRIVATE LIMITED,1
SREE MENAKSHYI COLOUR CHEM PRIVATE LIMITED,1
WEEWIN LABORATORIES PRIVATE LIMITED,1
TAN LEATHERS AND CHEMICALS PRIVATE LIMITED,1
CALAC PVT LTD,1
PONDY GLUCOSE PVT LTD,1
ASWANI PHARMACEUTICALS PVT LTD,1
COROMANDEL LABORATORIES PVT LTD,1
ESTERKOTE PRIVATE LIMITED,1
ABILASH PHARMA PRIVATE LIMITED,1
PHARMA HOUSE PRIVATE LIMITED,1
DYNA PHARMA PRIVATE LIMITED,1
HEALKRAFT PHARMA (INDIA) PRIVATE LIMITED,1
NEBULAE LABORATORIES P LTD,1
GOEL ACIDS & INDUSTRIES PRIVATE LIMITED,1
RATHNA PHARMA PRIVATE LIMITED,1
SOFTCAPS PRIVATE LIMITED,1
DYNAMIC DRUGS PVT LTD,1
PARSN HOLIDAY RESORTS PRIVATE LIMITED,1
ASWINI PHARMACEUTICALS PVT LTD,1
IND ECO VENTURES LIMITED,1
M M PHARMACEUTICALS LIMITED,1
CALSHIO CHEMICALS LIMITED,1
PRICE & CORE MDICO PRIVATE LIMITED,1
ANAND DRUGS AND PHARMACEUTICALS PRIVATE LIMITED,1
GLOBAL PHARMACEUTICALS PRIVATE LIMITED,1
CHEMOBIOTICS PRIVATE LIMITED,1
PARSN LABORATORIES PRIVATE LIMITED,1
BURLEIGH AND JOHNSON PRIVATE LIMITED,1
